content,label
Áo mua ở shop đẹp lắm ạ,2
"thầy nhiệt tình , dễ chịu .",2
Quần lên dáng đẹp,2
phải nói thật mến chị chủ shop cực kì. thân thiện và nhiệt tình tư vấn cho khách. sẽ ủng hộ lại Shop phục vụ rất tốt,2
Màu son rất đẹp. chất son cũng mịn mượt Chất lượng sản phẩm tuyệt vời,2
"Rẻ, đẹp ạ",2
Mà giao hàng lâu quá lâu,0
Áo đẹp như ảnh chỉ bị cái sz hơi to 😝,2
giảng viên tuyệt vời .,2
Chất lượng sản phẩm tuyệt vời,2
Phục vụ cũng rất tốt ạ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,2
"giảng nhiệt tình , rèn luyện sinh viên kỹ năng làm việc nhóm , chủ động trong học tập .",2
"giáo viên dễ thương , nhiệt tình , tâm huyết và công bằng .",2
Shop phục vụ rất tốt Rất đáng tiền . hàng rất đẹp,2
Shop ban hang rat co tam,2
"thầy dạy chưa hết chương trình học , nghỉ không thông báo trước , nghỉ không dạy bù .",0
Chủ shop trẻ trâu chưa gì chặn méo hiểu :),0
"nên có một số bài thực hành về source code luôn , bỏ mấy bài lý thuyết linh tinh đi .",0
Sẽ ủng hộ dài 😆,2
"Chủ shop dễ thương, tư vấn nhiệt tình",2
Dáng chuẩn,2
giờ học còn khá là tẻ nhạt !,0
"Áo rộng phần nách nên hơi bị nhăn, màu đỏ hồng chứ ko phải đỏ tươi",0
Nhưng mua mặc đỡ trong tháng ở cữ nên cũng ok,2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
Trong hình dáng dài mà nhận hàng thấy hơi ngắn,1
em nghĩ nên có giờ giao tiếp bằng tiếng anh riêng cho sinh viên để cải thiện được khả năng giao tiếp của sinh viên .,0
Tiền nào của đó,1
Chất lượng sản phẩm siêu siêuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu tuyệt vời,2
Phải ra tiệm may lại,0
giáo viên giảng dạy hay .,2
Vậy mà đến khi nhận hàng vẫn để tên,1
Thái độ ko chấp nhận đc,0
quạt trong phòng học chưa đáp ứng tốt .,0
kiến thức đầy đủ và sử dụng nhiều .,2
Ai mua thì để ý,1
Sản phẩm bé so với miêu tả (canon 700d+sig17-50 k vừa cho 2 sao),0
chưa sử dụng hệ thống moodle .,0
Chất lượng sản phẩm tuyệt vời ;),2
chấm quá gắt .,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Quá tuyệt,2
"Girl nào trên 53kg mặc đẹp , hoặc bạn nào dứoi 50 ký thắt kèm dây nịch eo nha,",2
"giảng dạy tích cực , vui vẻ .",2
Chat luong san Phàm rat kem,0
Quần quá đẹp luôn ạ,2
Mình chọn xanh than lại giao màu đen,1
Áo nói chung là đẹp,2
phòng thực hành nên nâng cấp máy tính .,0
Tuy size hơi rộng với mình chút xíu,1
Bán hàng rất có tâm 😊,2
Mua lần 2 lại dk tặng quà nữa,2
Thuốc mệt quá,1
nên tăng số buổi thực hành .,0
tôi cảm thấy giảng viên dạy rất tốt .,2
Bề ngang áo chật,0
thầy dạy khó hiểu .,0
"Áo y hình vải hơi mỏng nhưng dáng đẹp , đáng tiền mua",1
thầy giảng bài rất có tâm huyết .,2
"thầy dạy hay , dễ hiểu , tìm nhiều bài tập và cách giảng hay cho học sinh hiểu và rất nhiệt tình .",2
phần điểm tích cực theo như thầy đánh giá là không hợp lý và công bằng cho tất cả sinh viên nếu điểm đó được tính là wzjwz59 % trong tổng điểm .,0
Nhưng áo rất đẹp,2
Nhanh thiệt,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn cj shop ns chuyện rất dw,2
"Sản phẩm đẹp, vừa với tiền, phối với đồ nào cũng đẹp suất sắc❤❤❤",2
Rất ưng,2
Mua lần nào cũng yên tâm,2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
"giảng viên gây hứng thú cho sinh viên với bài giảng của mình , vui vẻ , thân thiện với sinh viên .",2
Thời gian giao chậm,1
"Càng lăng thì hôi thêm,bỏ thùng rác là tiện nhất",0
Chất lượng sản phẩm tuyệt vời..quá đáng tiền chất vải đẹp mang lên chuẩn dáng luôn ạ 😍😍,2
Sẽ ủng hộ shop dài dài nạ,2
thầy dạy hay tiết học sôi động vui nhộn nhưng vẫn đảm bảo kiến thức dành cho sinh viên .,2
cần đi sâu vào vấn đề .,0
tại sao trong quá trình học không có một buổi tham quan một công ty đang làm về oracal hiệu quả sẽ cao hơn .,0
Shop phục dụ rất tốt..,2
"Hàng rẽ, đẹp, Đáng Đồng Tiền",2
nhiều lúc lớp chỉ có hai người đi học .,0
cần nhiều bài tập và lời giải chi tiết .,0
Xin cảm ơn,2
thầy giảng rất tận tình .,2
46kí nhưg mặt khôg vừa,1
Giao hàng nhanh,2
"Tay áo không dài như hình nhưng cũng khá xinh, chất liệu vải mềm mịn",2
"Mình mới uống đc 3 ngày, trước đây mình cũng dùng thuốc giảm cân có giá đắt hơn và xuống nhanh nhưng rất khó uống và uống xong chỉ buồn nôn, phê phê lâng lâng cả ngày",2
Ko đẹp như mình tưởng tượng,0
"Đặt 3 áo đen, trắng, rêu lại giao rêu, hồng, tím",0
"Không hài lòng về chất lượng sản phẩm, không hề giống như hình",0
Rất đáng tiền,2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
Lovee :3,2
Rất ưng luôn á,2
"Thời gian giao hàng lâu, nhưg áo đẹp tuyệt vời nên cho shop thêm 1 sao",2
Đóng gói không chắc chắn,0
"Chất lượng áo khá, vừa tầm với giá tiền, tuy nhiên tay áo may khá ẩu",0
Mình cao 1m57 50kg mặc vừa luôn,2
Tuyệt vời,2
Tien nào của nấy,1
việc thắc mắc thầy điều giải đáp .,2
Bé nhà mình thích xe lắm,2
Váy mỏng thôi,0
Thú vui mới là nuôi kiến,0
Sản phẩm đẹp shop tư vấn nhiệt tình,2
"Shop giao ko đúng sản phẩm, mình báo đổi trực tiếp và phụ phí ship cho nhanh",0
"vui , nhiệt tình .",2
đó là ý kiến cá nhân của em về giảng viên môn anh văn 2 này .,1
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền rất thơm hàng chuẩn,2
Chất lượng sản phẩm tuyệt vời,2
"thầy dạy tận tình , giảng nhiều nhưng em hiểu không được bao nhiêu .",0
Chất mềm,2
"Áo đẹp, đúng form áo",2
3 Shop phục vụ rất kém,1
giảng viên giảng bài rất dễ hiểu .,2
"Giao hàng nhanh, đóng gói rất cẩn thận, sẽ ủng hộ shop dài dài ạ",2
cô nên tập trung vào việc giảng dạy hơn là dành 5 - 15 phút để hỏi từng từ tiếng anh trong slide .,0
"Chuông rất xinh, sữa tắm thơm và mềm lông",2
cô giảng rất dễ hiểu .,2
"Chất liệu vải ok nhưng size to qua, không mặc vừa, hic",0
"giáo viên thực hành chưa nhiệt tình , sinh viên cảm thấy học thực hành khó và không có người hướng dẫn .",0
Màu đỏ ko như trong clip,0
Chất lượng rất tốt ạ,2
Sp đep giao hang nhanh,2
Lừa đảo treo đầu dê bán thịt chó moi người dung mua ma bi lua,0
Quá ok luôn đóng gói cẫn thận kĩ lưỡng thanks shop nhe se ung hộ lau dài Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh,2
thầy dạy có phần nhàm chán .,0
"Hàng đẹp giá rẻ, mẹ mình mặc thoải mái lắm",2
"cần cho thêm nhiều tài liệu , nhiều bài tập để sinh viên tư nghiên cứu .",0
K giống hình,0
Nhưng vải thì hơi mỏng,0
"cô tận tình với học sinh , nhưng còn thiếu cách truyền đạt một chút .",0
Chất áo cứng quá,0
"Thời gian giao hàng rất nhanh luôn,từ thái độ phục vụ cho tới chất lượng áo của shop không còn gì để chê ❤",2
"thái độ dạy hời hợt , những buổi giảng viên "" không kẹt xe "" thì sẽ cho lớp nghỉ sớm để giảng viên "" đi họp "" .",0
"Với giá cả thì sp ok.Mẫu mã đẹp,mặc rất thích",2
thực hành .,1
giảng viên dạy hơi quá thời gian .,0
cô rất hay .,2
Kem ok nhưng các bạn da hơi ngăm nên chọn tông trắng sáng để lên màu đẹp hơn,2
giầy thì to để vô cái hộp nhỏ mà ko ngại nhồi nhét bóp móp đôi giầy đến nỗi miếng xốp giữ dáng giầy ở trong còn vỡ,0
Chất lượng sản phẩm tuyệt vời,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vờiO,2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
thêm nhiều bài tập hay .,1
"em không hài lòng khi đề thi kết thúc môn phần thực hành thầy cho quá khó so với các lớp khác em kiến nghị doubledot hoặc nâng cao chất lượng đề thi của tất cả giảng viên , hoặc thầy giảm độ khó của thầy lại kính chào và kính gửi .",0
"nhiệt tình , luôn luôn đúng giờ !",2
Siêu lẹ :),2
Sim tốt mà phục vụ cũng tốt :)),2
Đóng gói sản phẩm rất đẹp và chắc chắn,2
"giảng bài quá nhanh , ít bám sâu vào chương trình .",0
"tân tâm , nhiệt tình trong lớp lẫn bên ngoài .",2
giáo viên hơi hiền với lớp nên lớp luôn ồn ào và không tập trung .,0
"vui vẻ , nhiệt tình .",2
Gửi ko đúng mẫu áo trắng thì bị bẩn rất nhiều chỗ áo cam thì rách,0
"Shop tư vấn rất nhiệt tình, mình đổi từ size M sang size S thì được shop ship đến tận nơi đổi cho",2
"như thầy lý thuyết , thầy cho chúng em tự tìm hiểu 3dsmax từ đầu kỳ nên cuối kỳ làm đồ án rất khỏe .",2
Áo bé ko đúng mẫu với áo ba mẹ,0
Về giặt túi là vứt luôn ..,0
Chưa sử dụng nên chưa biết chất lượng ntn,1
lý thuyết thường chỉ là slide muốn sinh viên hiểu rõ cũng khó .,0
"giảng viên nhiệt tình , có tâm .",2
Không như hình đăng,0
chấm thi kém .,0
Tặng shop ngàn sao luôn nếu có,2
"những thứ đó không đủ để làm bài thực hành như tuần 5 , tuần 6 , tuần 7 .",0
Áo đẹp lắm ạ ❤️❤️❤️,2
"Áo xinh, nhg dưới 50kg mà mặc bị chật :( Chất lượng sản phẩm tốt Thời gian giao hàng nhanh",2
Vải mỏng quá shop ạ,1
Không giống mẫu cho lắm,0
Thời gian giao hàng rất nhanh.tiền nao cua đay,2
dạy tốt chu đáo .,2
Chúc shop làm ăn phát đạt 😘😘😘😘,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất kém,1
Hơi rộng nhưng được cái vải đẹp vô cùng đáng giá tiền,2
Giày đẹp rất hài lòng,2
Chất lượng sản phẩm tốt,1
Giao hàng cũng nhanh,2
"thầy rất nhiệt tình hay , thầy đưa nhiều ví dụ mẫu cho sinh viên dễ hiểu và luôn có đề mẫu làm thử khi gần thi giữa kỳ và cuối kỳ .",2
Khá đẹp,2
máy tính tệ quá !,0
"Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh, chất liệu áo cũng không phải tốt hẳn nhưng phù hợp với số tiền mk mua",2
phương pháp dạy cần cải thiện .,2
"hình thức đánh giá , chấm điểm giữa các nhóm , đánh giá bản thân , nhóm khách hàng .",1
sãn phẩm “ rất rất kém” nhé!,0
"khi sinh viên tìm kiếm sự giúp đỡ thì phát hiện giảng viên cũng chưa từng làm qua bài tập do chính mình giao , không biết có thể làm được hay không .",0
Vì size XL hơi rộng,1
em nghỉ nếu có một trang nào đó cho chúng em đề thi các học kỳ trước để làm thử là biết hổng chổ nào để ôn kịp thời trước khi thi .,0
kỹ những chương cuối .,1
Vải dày áo đẹp đóng gói cẩn thận,2
"gần gũi , nhiệt tình .",2
cô rất nhiệt tình trong việc giảng dạy .,2
"cô rất tận tâm , hết mình với sinh viên .",2
Shop phục vụ rất tốt nhanh và cũng cấp thông tin đầy đủ về sản phẩm,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời,2
"Vải dày dặn, rất ấm, rất đáng tiền",2
Mua áo ngực màu da thì giao màu đen.!,0
được biết thêm nhiều kiến thức khác ở bên ngoài giúp mở rộng tầm mắt .,2
giảng viên chưa để ý nhiều đến sinh viên .,0
"San phẩm, ko chất lương",0
Chất lượng tốt nhưng giao chậm,2
"thầy giảng bài kỹ , chi tiết .",2
"thầy dạy không đúng giờ , không hướng dẫn sinh viên thực hành .",0
"Áo đẹp ngoài mong đợi, chất vải đẹp, co dãn tốt",2
Mà đánh giá 5 🌟 đơn tiếp theo giảm 5k k shop hihi,2
"những thứ này không nên giảng dạy vì không phải cứ học những thứ đó là "" thành công "" , rất phí thời gian đến lớp .",0
bài tập phong phú và đa dạng giúp sinh viên có thể nắm được kiến thức .,2
đánh giá môn học sơ sài và không công bằng .,0
thời gian tăng từ 4 tiết lên đến 5 tiết khiến sinh viên mệt mỏi và thiếu tập trung ở cuối giờ học .,0
"cô không gây được hứng thú học cho sinh viên , đặc biệt là đối với môn khó thế này .",0
"thầy dạy nhiệt tình , bài giảng hay , dễ gần !",2
"Chất lượng sản phẩm tương xứng giá tiền, mua mặc thay đổi kiểu thì ok",2
dạy nhiều nhưng không tiếp thu được hết .,0
"Chất của màu đen hơi thô và đường chỉ k chắc chắn, mình mặc lần đầu tiên và đến cuối ngày thì chiếc đó đã bị bục 1 phần chỉ ở phần ống quần",0
Giao hàng nhanh nữa 😍,2
"giảng viên thực hành và lý thuyết đỗ lỗi cho nhau về chậm trễ bàn giao tài liệu , công cụ thực hành .",0
cô rất nhiệt tình tuy nhiên cách cô giảng dạy đối với em khá khó hiểu .,0
"cô dạy nhiệt tình , thường xuyên chia sẻ bài trên website môn học .",2
Đáng tiền,2
Shop phục vụ rất tốt,2
Thời gian giao hàng rất nhanh,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Màu sắc tươi sáng,2
"giảng viên đứng lớp sử dụng giờ trên lớp không hiệu quả , thường kết thúc sớm , và dặn dò những điều không cần thiết , cụ thể như có những buổi học diễn ra doubledot sinh viên lên seminar đề tài không liên quan .",0
nội dung giáo viên yêu cầu quá lớn và quá khó trong khi kiến thức cung cấp lại quá ít .,0
Hàng đẹp giống hình,2
Hỏi thì bảo k biết nhận đc hay chưa,0
ngoài ra còn rất rất nhiều mặt tốt mà không thể kể hết .,2
Hộp nào cũng rách nát như gì ak.!,0
"hệ thống máy tính quá tệ , thua cả hệ thường trong khi em học chất lượng cao .",0
"phần lớn thời gian trên lớp thầy toàn chép bài lên bảng , chép đầy bảng thầy lại xóa rồi chép tiếp .",0
sáng tạo trong giảng dạy .,2
""" các bạn có hiểu ý thầy wzjwz287 không ạ "" ( đáp lại thầy là sự im lặng ) .",0
"slide bài giảng toàn chữ , màu nền xanh pdf làm tất cả sinh viên không thể photo ra đọc .",0
Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tốt Thời gian giao hàng nhanh,2
(Hồi đầu cứ thấy vote mỗi 5* là bắt đầu *nghi ngờ nghi ngờ*),0
Nhưng đặt màu đen lại giao màu xanh...,0
Ng gầy thấp ko nên mua,1
thầy ít quan tâm .,0
Hàng đẹp ưng ý,2
"Mình nhận được hàng nhưng hàng bị may lỗi, đề nghị shop đổi lại cho mình",0
mh sẽ ủng hộ shop nhìu hihi,2
Chất lượng quần đúng với giá Tiền 17k/ cái,2
Tks shop,2
Cũng đáng tiền,2
Chuẩn aith,2
không có đề cương cụ thể .,0
Gói thì rất chắc chắn,2
"Shop giao hàng rất nhanh ^^ được tặng kèm quạt và mặt nạ mỗi set, shop tư vấn rất nhiệt tình và cẩn thận, mình cảm ơn shop nhiều ạ ^",2
cô wzjwz179 dạy rất hay và dễ tiếp thu .,2
Shop phục vụ tạm được,1
"Màu sắc, chất vải giống hình ảnh và mô tả",1
"em mong muốn cô tương tác với sinh viên nhiều hơn qua moodle ( post tài liệu tham khảo thêm , post ghi chú về bài giảng và các lưu ý trên lớp và cập nhật điểm số bài tập nhanh hơn ) .",0
"hướng dẫn dễ hiểu , hết mình .",2
Chất khá,2
thầy rất tốt và rất tận tâm .,2
"Thời gian giao hàng rất nhanh, dầy dặn, đẹp",2
và quá gấp gáp .,0
thầy dạy tốt và nhiệt tình .,2
Chất lượng sản phẩm tuyệt vời,2
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,2
Mới dùng chất lượng OK,2
Hàng đẹp lắm ạ:3 còn rẻ nữa>< Shop phục vụ rất tốt,2
Đẹp thật ý hàng QC chứ k hàng VN ạ 5* cho chất lượng,2
những tiết thực hành rất bổ ích ạ .,2
Màu sắc k tươi như hình,0
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,2
"phương pháp giảng dạy hay , có nhiều thông tin thực tiễn .",2
"Đã từng mua ở shop khác 75k nhưng chất vải và form ko bằng shop này dù chỉ hơn 10k, vải mát, chất lượng tốt, ko mỏng lộ màu quần trong, ko xổ bông",2
"Chất lượng quá kèm, của rẻ là của ôi",0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh sẽ ủng hộ shop dài dài😘😍,2
"cô giảng dễ hiểu , đơn giản , ngắn gọn và phần ôn tập bài cuối kỳ của cô rất ấn tượng giúp cho học sinh năm bắt được mình học gì .",2
Hàng đẹp lăm y hình,1
Mỗi tội là from hoi xấu,0
Khá là ưng,2
Mỳ thì nát vụn,0
ít mục không đi sâu vào .,0
Dùng 1 lần đã thấy bật tông nhẹ k ê buốt nhức răng Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền,2
cần vào thẳng nội dung .,0
"Kute, dùng ổn",2
😶😶😶,1
"nhiệt tình , thân thiện với sinh viên .",2
thầy nên giảnh nhiều hơn và bài tập ít lại nhưng chất lượng hơn .,0
Có cáo giặt bị ra màu,0
Áo rất đẹp <3,2
Ship siêu nhanh,2
Đẹp :*,2
"Hàng đẹp giống hình,giao hàng nhanh",2
Hàng y hình chất cotton rất thích,2
Hàng đươc,2
Chất liệu vải ko đẹp lắm đường may thì lỏng lẻo quá chất lượng so với giá tiền thì ko hợp lý rất thất vọng về shop,0
Chất lượng sản phẩm phù hợp vs giá,2
Shop phục vụ rất tốt,2
Ai đời lại bán xịn hơn trong hình vậy,2
Quá okie với giá như thế này,1
Cai quai cầm tay hơi nhàu một tý nhưng ko sao,2
"Rất đáng tiền, vải nằm thoải mái và êm da cực kì",2
Đều là Vol Clay 2018 mà,1
Rất hợp với mình,2
Mặc lên người lên from đẹp,2
Chất lượng sản phẩm tuyệt vời,2
"cô nhiệt tình giảng dạy , vui tính , dễ chịu với sinh viên .",2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn,2
"San phẩm y nhu Hinh, noi chung tốt",2
"Cực kì tệ, giao sai size L mà giao XL, lộn logo mặc dù chat kĩ càng rồi, mọi người không nên mua, shop làm ăn rất tệ Chất lượng sản phẩm rất kém, đổi trả thì lại mất tiền gửi nên mình k cần",0
"Sữa thì ko bàn, 4 cái ly ko đc 4 ng trong gđ, 2con trai và 2 ôg bố, mà ly đẹp nên 5sao",2
"màu ko giống hình mô tả cho lắm (đỏ hồng), nhưng chấp nhận đượ",1
"truyền đạt dễ hiểu , phương pháp giảng dạy hứng thú .",2
Thank shop nhe 😊 Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền,2
So với giá thì quá ưng,2
"Áo đẹp mình mặc vừa, cảm ơn shop",1
Hàng đẹp lắm,2
Giao hàng lại nhanh nữa,2
sinh động .,2
em xin cám ơn !,2
giảng viên sửa ít bài tập .,0
Form giống hình,1
Áo xinh lắm ạ,2
rất nhiệt tình coloncontemn .,2
Giầy đẹp ưng lắm ạ lần sau sẽ ủng hộ shop nhiều,2
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,2
Mua về lỗi quá ko mặc dc để 1 chỗ,0
"Shop đóng gói chắc chắn, kèm cả hoá đơn đỏ, biết thế bảo shop xuất về cty",1
"Mua 2 cái về để ngoài vuông xem, thấy ok cho 5 sao Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời",2
tận tình giúp đỡ các bạn sinh viên .,2
Chất lượng sản phẩm tuyệt vời...,2
thầy trực phòng thực hành cũng đã bảo về và vào phòng tắt máy lạnh .,1
Chất lượng sản phẩm ổn nhưng giao sao màu mình đặt,0
"Chất lượng cũng ok, nhg dây kéo nhìn hơi mỏng manh",2
yêu cầu cao .,0
"Sảm phẩm tuyệt vời, đóng gói kỹ, rất đáng tiền",2
Nhưng quạt hơi bám bụi và dơ nha,0
Giá cả chấp nhận được không giống hình và chất liệu với giá tạm ổn,1
em nghĩ cần có những giải pháp đặc biệt giúp những sinh viên dưới tỉnh lên thành phố học tập tốt anh văn .,0
Shop khắc phục kiểm tra kĩ hàng trước khi giao cho khách,1
Áo đẹp lắm ạ >< Shop phục vụ rất tốt,2
"thời gian học tập thoải mái , thầy rất hiểu tâm lý sinh viên .",2
Có hơi khác trong hình một xíu,1
Chất liệu vải không ưng lắm Shop phục vụ khá tốt,0
"Áo chất mát, mặc thoải mái",2
thầy hài hước vui vẻ .,2
"thầy khá là nhiệt tình trong khi giảng bài , khi sinh viên hỏi bài , giáo viên rất nhiệt tình .",2
nên bổ xung phần thực hành !,0
Hang dep,2
"cách dạy của thầy cứ như là đọc chữ trong slide ra , không bao giờ có ví dụ , có demo cụ thể , sinh động .",0
Tôi nt lên đây để k ai bị lừa như tôi nữa,0
Đừng mua hàng shop này,0
Dog gói bt,1
Tất cả đều ok,2
"Đầy dủ tất cả yếu tố trên, mik sẽ ủng hộ shop hết sức vì quá chất lượng quá tuyệt",2
giao tiếp .,1
Chất ok á..nhưng rep ib thì hơi lâu,2
"thầy dạy nhiệt tình , vui tính , tận tâm !",2
Sao con lừa này shop ko cho pin luôn,0
giáo viên hướng dẫn rất nhiệt tình .,2
Đóng gói sản phẩm chắc chắn Giao hàng chậm,1
cô chấm bài tập còn khắt khe .,0
"minh mua 7 ao cho minh va ox. cam ao len rat thich cam giac rat miem mai rat mat .chat luong rat tot.. mua dung di choi hay di lam dieu rat tot. cam on shop nhe , cam thay xung dang dong tien",2
"Áo cực mát, vải mịn",2
em không học giáo viên này ạ !,1
"Giao hàng nhanh, gói kĩ, áo thun đẹp chất cũng đẹp m mua 10 cái luôn ak hehe",2
và giảng dạy khó hiểu .,0
"Đóng gói hàng cẩn thận, giao hàng siêu nhanh, áo siêu đẹp... sẽ ủng hộ shop dài dài",2
chắc tại không quen nên giọng của thầy khiến em thật sự buồn ngủ .,0
"Shop uy tín, chủ nhiệt tình, dễ thương, hàng đẹp",2
về chuyên môn thì khỏi chê vào đâu cả .,2
thầy nhiệt tình lắm .,2
màu baby quá,2
Hàg lỗi quá nhìu,0
Đóng gói chắc,2
"Váy siêu đẹp siêu sang, tưởng 2xx ko chứ, đằng này shop bán có 75k",2
Sp bị may lỗi,0
Đàn của shop đẹp âm thanh hay giá cả hợp lý .. shop tận tình vs khách,2
Hàng dep chat lượng tốt lan sau mua se quay lại shop,2
"Giao hàng nhanh, áo giống hình",2
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn.cám ơn shop nhiều,2
Vải mát,2
Hình ảnh hàng giao và trên bài đăng hoàn toàn khác nhau,0
kể chuyện .,1
"giảng rất tận tình , giải đáp các thắc mắc của sinh viên .",2
"giảng dạy kỹ , trình bày logic .",2
Nhận được rồi chất lượng cũng tạm được,0
Thất vọng về shop,0
Chất liệu quá là chim ưng luôn,2
Chất lì,2
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",0
thầy không thông báo rõ cho sinh viên về nội dung làm chiếm bao nhiêu .,0
"cô nói tiếng anh rất lưu loát , nhiệt tình và tận tâm .",2
nên học ở giảng đường sẽ thuận tiện hơn .,0
Hàng ưng lắm ạ,2
"Sp chất đẹp, như hình, đóng gói sp chắc chắn cẩn thận",2
Màu trắng nhìn như phai màu,1
bé e thich lam hi,2
nên chọn phòng học có không gian phù hợp với sĩ số lớp phòng quá lớn trong khi sĩ số chỉ có vài chục sinh viên .,0
dạy với slide tiếng anh .,1
rất thích phương pháp giảng dạy của thầy .,2
Đẹp lắm ạ rất đáng tiền giao hàng rất nhanh luôn,2
Giao hàng nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,2
"giảng viên nên hạn chế dùng slide , hướng dẫn cụ thể hơn cho sinh viên .",0
Giày đẹp y hình,2
Áo mặc rất oke ạ.😊😊,1
"Chất lượng sản phẩm tuyệt vời , Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Rất đáng tiền, Thời gian giao hàng rất nhanh",2
"giảng viên dạy rất tận tâm , nhiệt tình và gần gũi với sinh viên .",2
Chúc shop buôn bán tốt nhé,1
hàng đúng chính hãng lun,2
"giảng viên vui tính , thân thiện .",2
thầy giảng rất hay và cực kỳ nhiệt tình trong hoạt động giảng dạy .,2
Nghe mọi số bạn review nói là khô môi,0
Sau khi đặt đã không nhìn thấy lũ gián lượn lờ quanh nhà,2
Chất lượng sản phẩm tạm được Chất lượng sản phẩm tuyệt vời,2
cần nên cho bài tập về nhà .,0
Shop tư vấn nhiệt tình,2
"em nghĩ môn này nên minh họa nội dung lý thuyết bằng một đề tài suốt tất cả các nội dung , giống như làm một đồ án luôn vậy , như thế sẽ dễ nắm bắt và hiểu lý thuyết hơn .",0
"Chị chủ shop tư vấn nhiệt tình, áo đẹp và chuẩn size luôn",2
Thời gian giao hàng rất nhanh,2
"Thời gian giao hàng rất nhanh, với giá này thì chất vải dày như này là quá ok rồi",2
Chất lượng sản phẩm tuyệt vời,2
Mua lần nào cũng ưng 😍 Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,2
Áo rất đẹp,2
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,2
"cô nhiệt tình , thoải mái , giải đáp thắc mắc của sinh viên khá nhanh .",2
"thầy luôn đi đúng giờ , không điểm danh .",2
"thầy rất hay đi trễ , giờ học cũng bị kéo đài ra , những bạn có việc phải bỏ về trước .",0
Hàng ok.mịn đẹp ạ,2
Thời gian giao hàng chậm,0
mong cô ở lâu với trường .,2
Áo đẹp dày dặn lắm ạ,2
Hic,0
Sp ko đẹp như hình Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh,0
Hơi ít ảnh vi trg 1 xấp ảnh bts,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.Nhanh,2
cô giảng hay .,2
